incident_id,timestamp,network_element,region,raw_log,alarm_type,kpi_summary,packet_loss_percent,latency_ms,call_drop_rate,throughput_mbps,rrc_failure_rate,handover_failure_rate,prb_utilization,sinr_db,fault_category,root_cause,severity,resolution_steps,source_dataset
INC_000047,2024-03-07 21:40:00,MME_3234,Bengaluru-East,- 1135095320 2005.12.20 R45-M0-N4-I:J18-U01 2005-12-20-08.15.20.957109 R45-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: generated 128 core files for program /g/g24/germann2/SPaSM_static/SPaSM_mpi,Control Stream Failure,"packet_loss=10.4%, latency=160.55ms, call_drop_rate=3.97%, throughput=22.93Mbps, rrc_failure_rate=2.75%, handover_failure_rate=3.75%, prb_utilization=53.06%, sinr=12.45dB",10.4,160.55,3.97,22.93,2.75,3.75,53.06,12.45,Application Crash,Runtime process failure,High,Check application logs and control stream connectivity,Loghub-BGL
INC_000048,2024-03-01 15:00:00,eNodeB_6890,Bengaluru-East,- 1118710403 2005.06.13 R06-M0-N8-C:J13-U11 2005-06-13-17.53.23.965757 R06-M0-N8-C:J13-U11 RAS KERNEL FATAL instruction address: 0x00004ed8,Control Stream Failure,"packet_loss=8.59%, latency=197.29ms, call_drop_rate=6.73%, throughput=13.7Mbps, rrc_failure_rate=7.94%, handover_failure_rate=3.4%, prb_utilization=61.03%, sinr=18.08dB",8.59,197.29,6.73,13.7,7.94,3.4,61.03,18.08,Application Crash,Control stream failure between node and management process,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_000049,2024-03-01 07:20:00,UPF_1333,Chennai-OMR,KERNDTLB 1118538129 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-18.02.09.666558 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,Control Stream Failure,"packet_loss=2.02%, latency=142.92ms, call_drop_rate=5.42%, throughput=19.37Mbps, rrc_failure_rate=6.01%, handover_failure_rate=3.62%, prb_utilization=59.42%, sinr=23.44dB",2.02,142.92,5.42,19.37,6.01,3.62,59.42,23.44,Application Crash,Runtime process failure,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_000050,2024-03-03 05:57:00,AggregationRouter_2203,Chennai-OMR,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_-5718873743060788176 size 67108864,Data Transfer Delay,"packet_loss=5.29%, latency=121.29ms, call_drop_rate=2.59%, throughput=15.43Mbps, rrc_failure_rate=1.32%, handover_failure_rate=3.35%, prb_utilization=49.12%, sinr=13.29dB",5.29,121.29,2.59,15.43,1.32,3.35,49.12,13.29,Transport Degradation,High transport latency during data transfer,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_000051,2024-03-04 16:00:00,gNodeB_9875,Gurugram-Sector-44,- 1121902860 2005.07.20 R10-M1-N0-C:J16-U11 2005-07-20-16.41.00.180072 R10-M1-N0-C:J16-U11 RAS KERNEL INFO 8 floating point alignment exceptions,Memory Parity Alarm,"packet_loss=2.66%, latency=101.36ms, call_drop_rate=2.07%, throughput=53.16Mbps, rrc_failure_rate=4.36%, handover_failure_rate=1.03%, prb_utilization=57.15%, sinr=18.8dB",2.66,101.36,2.07,53.16,4.36,1.03,57.15,18.8,Memory/Cache Error,Correctable memory or cache parity error,Medium,Review ECC counters and node health; escalate if error rate increases,Loghub-BGL
INC_000052,2024-03-03 17:06:00,AggregationRouter_8080,Hyderabad-HITEC-City,PacketResponder 0 for block blk_406835586147450451 terminating,Backhaul Packet Loss Alarm,"packet_loss=17.97%, latency=328.74ms, call_drop_rate=6.7%, throughput=22.76Mbps, rrc_failure_rate=2.22%, handover_failure_rate=2.84%, prb_utilization=50.61%, sinr=16.14dB",17.97,328.74,6.7,22.76,2.22,2.84,50.61,16.14,Backhaul Issue,Backhaul data stream instability,Critical,Run ping and traceroute between affected nodes and verify packet loss,Loghub-HDFS
INC_000053,2024-03-01 05:15:00,AggregationRouter_1086,Chennai-OMR,- 1118784453 2005.06.14 R07-M0-N6-C:J11-U01 2005-06-14-14.27.33.186273 R07-M0-N6-C:J11-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected,Memory Parity Alarm,"packet_loss=3.24%, latency=135.43ms, call_drop_rate=1.4%, throughput=50.5Mbps, rrc_failure_rate=4.14%, handover_failure_rate=3.3%, prb_utilization=59.56%, sinr=23.21dB",3.24,135.43,1.4,50.5,4.14,3.3,59.56,23.21,Memory/Cache Error,Correctable memory or cache parity error,High,Review ECC counters and node health; escalate if error rate increases,Loghub-BGL
INC_000054,2024-03-03 12:46:00,eNodeB_8960,Bengaluru-East,"- 1133448053 2005.12.01 R37-M0-N3-C:J11-U11 2005-12-01-06.40.53.513066 R37-M0-N3-C:J11-U11 RAS KERNEL INFO 10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",No Major Alarm,"packet_loss=0.01%, latency=51.91ms, call_drop_rate=0.81%, throughput=72.73Mbps, rrc_failure_rate=0.72%, handover_failure_rate=0.67%, prb_utilization=64.47%, sinr=27.65dB",0.01,51.91,0.81,72.73,0.72,0.67,64.47,27.65,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_000055,2024-03-01 09:28:00,gNodeB_3875,Bengaluru-East,- 1120447042 2005.07.03 R37-M1-N3-C:J13-U11 2005-07-03-20.17.22.293433 R37-M1-N3-C:J13-U11 RAS KERNEL INFO generating core.26993,Process Crash,"packet_loss=11.05%, latency=196.05ms, call_drop_rate=3.25%, throughput=19.8Mbps, rrc_failure_rate=6.93%, handover_failure_rate=2.98%, prb_utilization=79.8%, sinr=18.83dB",11.05,196.05,3.25,19.8,6.93,2.98,79.8,18.83,Application Crash,Application process crash generated core dump,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_000056,2024-03-01 14:40:00,AggregationRouter_9803,Hyderabad-HITEC-City,- 1121308531 2005.07.13 R00-M0-NC-C:J17-U11 2005-07-13-19.35.31.224305 R00-M0-NC-C:J17-U11 RAS KERNEL INFO generating core.284,Application Core Dump,"packet_loss=6.62%, latency=234.37ms, call_drop_rate=2.04%, throughput=11.62Mbps, rrc_failure_rate=6.06%, handover_failure_rate=5.34%, prb_utilization=84.82%, sinr=22.35dB",6.62,234.37,2.04,11.62,6.06,5.34,84.82,22.35,Application Crash,Control stream failure between node and management process,High,Check application logs and control stream connectivity,Loghub-BGL
INC_000057,2024-03-01 03:51:00,MME_2715,Mumbai-West,Received block blk_7736147489540456118 of size 67108864 from /10.251.74.227,Data Transfer Delay,"packet_loss=3.71%, latency=152.33ms, call_drop_rate=5.46%, throughput=32.78Mbps, rrc_failure_rate=3.75%, handover_failure_rate=1.65%, prb_utilization=47.58%, sinr=22.15dB",3.71,152.33,5.46,32.78,3.75,1.65,47.58,22.15,Transport Degradation,High transport latency during data transfer,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_000058,2024-03-05 21:40:00,gNodeB_4660,Gurugram-Sector-44,"- 1127154489 2005.09.19 R47-M0-N4-C:J07-U01 2005-09-19-11.28.09.693945 R47-M0-N4-C:J07-U01 RAS KERNEL INFO CE sym 8, at 0x0a2ae600, mask 0x10",Cache Error Alarm,"packet_loss=2.15%, latency=102.7ms, call_drop_rate=4.44%, throughput=27.54Mbps, rrc_failure_rate=1.98%, handover_failure_rate=0.65%, prb_utilization=46.13%, sinr=20.19dB",2.15,102.7,4.44,27.54,1.98,0.65,46.13,20.19,Memory/Cache Error,ECC memory correction event,High,"Monitor repeated parity errors, check memory diagnostics, and replace memory module if recurring",Loghub-BGL
INC_000059,2024-03-04 09:40:00,AMF_2398,Pune-Hinjewadi,Receiving block blk_92273823183917102 src: /10.250.15.67:53441 dest: /10.250.15.67:50010,Block Transfer Latency,"packet_loss=9.93%, latency=210.92ms, call_drop_rate=3.69%, throughput=22.66Mbps, rrc_failure_rate=1.65%, handover_failure_rate=1.92%, prb_utilization=62.32%, sinr=12.72dB",9.93,210.92,3.69,22.66,1.65,1.92,62.32,12.72,Transport Degradation,Temporary throughput reduction on transport link,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_000060,2024-03-07 17:25:00,AMF_1473,Hyderabad-HITEC-City,Received block blk_3386670145292909259 of size 67108864 from /10.251.110.68,Transport Throughput Degradation,"packet_loss=9.4%, latency=202.44ms, call_drop_rate=2.52%, throughput=24.41Mbps, rrc_failure_rate=4.94%, handover_failure_rate=3.53%, prb_utilization=77.04%, sinr=20.05dB",9.4,202.44,2.52,24.41,4.94,3.53,77.04,20.05,Transport Degradation,High transport latency during data transfer,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_000061,2024-03-05 08:10:00,UPF_7555,Hyderabad-HITEC-City,Received block blk_-3491385689517593364 of size 67108864 from /10.251.193.224,Block Transfer Latency,"packet_loss=4.12%, latency=211.34ms, call_drop_rate=4.32%, throughput=18.51Mbps, rrc_failure_rate=3.52%, handover_failure_rate=2.1%, prb_utilization=64.13%, sinr=12.0dB",4.12,211.34,4.32,18.51,3.52,2.1,64.13,12.0,Transport Degradation,High transport latency during data transfer,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_000062,2024-03-02 22:30:00,AggregationRouter_5513,Gurugram-Sector-44,- 1121313655 2005.07.13 R26-M0-N1-C:J13-U11 2005-07-13-21.00.55.502877 R26-M0-N1-C:J13-U11 RAS KERNEL INFO generating core.15737,Application Core Dump,"packet_loss=5.5%, latency=123.95ms, call_drop_rate=7.69%, throughput=17.02Mbps, rrc_failure_rate=4.41%, handover_failure_rate=4.63%, prb_utilization=68.44%, sinr=20.07dB",5.5,123.95,7.69,17.02,4.41,4.63,68.44,20.07,Application Crash,Control stream failure between node and management process,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_000063,2024-03-03 00:15:00,AMF_5396,Pune-Hinjewadi,Receiving block blk_7535677865140289610 src: /10.251.26.131:47660 dest: /10.251.26.131:50010,Data Transfer Delay,"packet_loss=5.72%, latency=204.71ms, call_drop_rate=5.0%, throughput=23.1Mbps, rrc_failure_rate=3.08%, handover_failure_rate=1.72%, prb_utilization=69.94%, sinr=18.31dB",5.72,204.71,5.0,23.1,3.08,1.72,69.94,18.31,Transport Degradation,Temporary throughput reduction on transport link,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_000064,2024-03-03 21:00:00,gNodeB_1811,Bengaluru-East,BLOCK* NameSystem.delete: blk_-7668075074035173978 is added to invalidSet of 10.251.31.5:50010,Missing Block Mapping,"packet_loss=3.99%, latency=82.38ms, call_drop_rate=5.25%, throughput=14.74Mbps, rrc_failure_rate=10.94%, handover_failure_rate=8.09%, prb_utilization=56.11%, sinr=17.4dB",3.99,82.38,5.25,14.74,10.94,8.09,56.11,17.4,Configuration Error,Incorrect or missing network mapping metadata,High,Check replication policy and restore missing metadata,Loghub-HDFS
INC_000065,2024-03-01 09:46:00,MME_2608,Hyderabad-HITEC-City,10.250.19.16:50010 Served block blk_1078000656626961731 to /10.250.19.16,Data Transfer Delay,"packet_loss=4.27%, latency=193.96ms, call_drop_rate=5.41%, throughput=39.8Mbps, rrc_failure_rate=4.73%, handover_failure_rate=4.98%, prb_utilization=61.14%, sinr=18.6dB",4.27,193.96,5.41,39.8,4.73,4.98,61.14,18.6,Transport Degradation,Temporary throughput reduction on transport link,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_000066,2024-03-03 02:06:00,AMF_7876,Pune-Hinjewadi,- 1129550547 2005.10.17 R02-M0-N4-C:J04-U11 2005-10-17-05.02.27.161242 R02-M0-N4-C:J04-U11 RAS KERNEL INFO data cache search parity error detected. attempting to correct,Memory Parity Alarm,"packet_loss=1.43%, latency=137.78ms, call_drop_rate=4.85%, throughput=22.25Mbps, rrc_failure_rate=3.68%, handover_failure_rate=2.41%, prb_utilization=40.41%, sinr=26.76dB",1.43,137.78,4.85,22.25,3.68,2.41,40.41,26.76,Memory/Cache Error,ECC memory correction event,High,"Monitor repeated parity errors, check memory diagnostics, and replace memory module if recurring",Loghub-BGL
INC_000067,2024-03-05 22:52:00,gNodeB_7653,Bengaluru-East,Received block blk_-4775386099844009890 of size 67108864 from /10.251.107.19,Block Transfer Latency,"packet_loss=7.2%, latency=197.8ms, call_drop_rate=2.11%, throughput=13.05Mbps, rrc_failure_rate=2.86%, handover_failure_rate=4.71%, prb_utilization=51.19%, sinr=13.43dB",7.2,197.8,2.11,13.05,2.86,4.71,51.19,13.43,Transport Degradation,High transport latency during data transfer,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_000068,2024-03-01 10:06:00,MME_8274,Bengaluru-East,- 1120772792 2005.07.07 R00-M0-N4-C:J05-U11 2005-07-07-14.46.32.754236 R00-M0-N4-C:J05-U11 RAS KERNEL INFO generating core.319,Application Core Dump,"packet_loss=2.34%, latency=191.26ms, call_drop_rate=3.3%, throughput=44.84Mbps, rrc_failure_rate=7.02%, handover_failure_rate=5.06%, prb_utilization=70.64%, sinr=20.6dB",2.34,191.26,3.3,44.84,7.02,5.06,70.64,20.6,Application Crash,Control stream failure between node and management process,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_000069,2024-03-07 21:45:00,UPF_9829,Bengaluru-East,"- 1135178837 2005.12.21 R62-M0-N4-I:J18-U01 2005-12-21-07.27.17.749308 R62-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /g/g24/buber/Yunsic/BlueGene/partad.develf/taddriver.32.exe: program image too big, 361544528 > 266076160",Process Crash,"packet_loss=11.5%, latency=121.84ms, call_drop_rate=3.65%, throughput=24.24Mbps, rrc_failure_rate=6.38%, handover_failure_rate=4.23%, prb_utilization=71.68%, sinr=18.2dB",11.5,121.84,3.65,24.24,6.38,4.23,71.68,18.2,Application Crash,Control stream failure between node and management process,High,Check application logs and control stream connectivity,Loghub-BGL
INC_000070,2024-03-01 00:15:00,CellSite_2604,Hyderabad-HITEC-City,- 1117957045 2005.06.05 R20-M1-N8-C:J04-U01 2005-06-05-00.37.25.012681 R20-M1-N8-C:J04-U01 RAS KERNEL INFO generating core.775,Application Core Dump,"packet_loss=6.03%, latency=140.9ms, call_drop_rate=7.17%, throughput=22.43Mbps, rrc_failure_rate=3.14%, handover_failure_rate=3.24%, prb_utilization=61.88%, sinr=15.34dB",6.03,140.9,7.17,22.43,3.14,3.24,61.88,15.34,Application Crash,Application process crash generated core dump,High,Check application logs and control stream connectivity,Loghub-BGL
INC_000071,2024-03-05 09:10:00,UPF_7938,Bengaluru-East,- 1124233921 2005.08.16 R06-M0-NB-C:J16-U01 2005-08-16-16.12.01.257432 R06-M0-NB-C:J16-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected,ECC Memory Correction,"packet_loss=2.47%, latency=76.96ms, call_drop_rate=2.61%, throughput=65.88Mbps, rrc_failure_rate=3.67%, handover_failure_rate=3.77%, prb_utilization=55.44%, sinr=21.0dB",2.47,76.96,2.61,65.88,3.67,3.77,55.44,21.0,Memory/Cache Error,ECC memory correction event,Medium,"Monitor repeated parity errors, check memory diagnostics, and replace memory module if recurring",Loghub-BGL
INC_000072,2024-03-05 07:15:00,MME_2866,Pune-Hinjewadi,Received block blk_6799391641508508235 of size 67108864 from /10.251.107.98,Block Transfer Latency,"packet_loss=6.36%, latency=124.6ms, call_drop_rate=2.93%, throughput=16.1Mbps, rrc_failure_rate=2.29%, handover_failure_rate=1.73%, prb_utilization=70.79%, sinr=23.6dB",6.36,124.6,2.93,16.1,2.29,1.73,70.79,23.6,Transport Degradation,Temporary throughput reduction on transport link,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_000073,2024-03-04 15:56:00,UPF_7338,Pune-Hinjewadi,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.134:50010 is added to blk_2740792916077430444 size 28482383,Block Transfer Latency,"packet_loss=3.23%, latency=142.98ms, call_drop_rate=3.95%, throughput=42.92Mbps, rrc_failure_rate=1.05%, handover_failure_rate=1.08%, prb_utilization=64.99%, sinr=23.31dB",3.23,142.98,3.95,42.92,1.05,1.08,64.99,23.31,Transport Degradation,High transport latency during data transfer,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_000074,2024-03-01 00:45:00,eNodeB_5889,Bengaluru-East,APPREAD 1117869872 2005.06.04 R04-M1-N4-I:J18-U11 2005-06-04-00.24.32.432192 R04-M1-N4-I:J18-U11 RAS APP FATAL ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:33569,Control Stream Failure,"packet_loss=4.67%, latency=186.14ms, call_drop_rate=2.67%, throughput=31.74Mbps, rrc_failure_rate=4.72%, handover_failure_rate=5.77%, prb_utilization=80.03%, sinr=15.16dB",4.67,186.14,2.67,31.74,4.72,5.77,80.03,15.16,Application Crash,Application process crash generated core dump,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_000075,2024-03-02 05:40:00,MME_2496,Hyderabad-HITEC-City,- 1121309186 2005.07.13 R04-M1-N6-C:J12-U11 2005-07-13-19.46.26.896284 R04-M1-N6-C:J12-U11 RAS KERNEL INFO generating core.3181,Control Stream Failure,"packet_loss=4.56%, latency=200.92ms, call_drop_rate=6.14%, throughput=42.54Mbps, rrc_failure_rate=3.47%, handover_failure_rate=4.45%, prb_utilization=63.24%, sinr=12.48dB",4.56,200.92,6.14,42.54,3.47,4.45,63.24,12.48,Application Crash,Control stream failure between node and management process,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_000076,2024-03-01 19:09:00,eNodeB_9508,Gurugram-Sector-44,BLOCK* NameSystem.delete: blk_2736251498135196075 is added to invalidSet of 10.251.90.64:50010,Missing Block Mapping,"packet_loss=4.75%, latency=172.88ms, call_drop_rate=2.3%, throughput=32.01Mbps, rrc_failure_rate=3.19%, handover_failure_rate=10.13%, prb_utilization=50.69%, sinr=22.16dB",4.75,172.88,2.3,32.01,3.19,10.13,50.69,22.16,Configuration Error,Invalid replication or routing configuration,High,Audit recent configuration changes and rollback if needed,Loghub-HDFS
INC_000077,2024-03-05 07:28:00,AMF_4178,Chennai-OMR,PacketResponder 2 for block blk_-7256345477493725857 terminating,Packet Responder Termination,"packet_loss=13.57%, latency=249.09ms, call_drop_rate=3.46%, throughput=13.45Mbps, rrc_failure_rate=1.08%, handover_failure_rate=1.21%, prb_utilization=56.26%, sinr=17.1dB",13.57,249.09,3.46,13.45,1.08,1.21,56.26,17.1,Backhaul Issue,Packet forwarding interruption on transport path,High,"Check transport link stability, validate packet drops, and inspect router interface errors",Loghub-HDFS
INC_000078,2024-03-03 00:10:00,eNodeB_7361,Bengaluru-East,"- 1127264347 2005.09.20 R72-M0-N8-I:J18-U01 2005-09-20-17.59.07.131519 R72-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /home/yates//torus-latency.rts: invalid or missing program image, No such file or directory",Application Core Dump,"packet_loss=10.94%, latency=105.6ms, call_drop_rate=5.5%, throughput=36.54Mbps, rrc_failure_rate=3.57%, handover_failure_rate=3.69%, prb_utilization=60.58%, sinr=23.87dB",10.94,105.6,5.5,36.54,3.57,3.69,60.58,23.87,Application Crash,Runtime process failure,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_000079,2024-03-02 02:16:00,UPF_1408,Bengaluru-East,- 1119715124 2005.06.25 R27-M1-N7-C:J10-U01 2005-06-25-08.58.44.769752 R27-M1-N7-C:J10-U01 RAS KERNEL INFO generating core.9881,Application Core Dump,"packet_loss=10.77%, latency=145.74ms, call_drop_rate=6.98%, throughput=25.13Mbps, rrc_failure_rate=5.15%, handover_failure_rate=1.88%, prb_utilization=59.97%, sinr=12.45dB",10.77,145.74,6.98,25.13,5.15,1.88,59.97,12.45,Application Crash,Application process crash generated core dump,High,Check application logs and control stream connectivity,Loghub-BGL
